CodigoBarras;Descricao;Marca;Departamento;Estoque;PrecoVenda;Status
7898660513519;ALCA PEGADOR DE PLASTICO P/ GALAO DE AGUA SAINT PLUS COLORS 14X13X7,5CM;PEN TECH;GERAL;4,000;0;FAILED
7898480920849;ANZOL 1971N N 04;MARINE SPORTS;PESCA;4,000;0;FAILED
7898480920917;ANZOL 1971N N 2/0;MARINE SPORTS;PESCA;4,000;0;FAILED
7898480921129;ANZOL 260H N 12;MARINE SPORTS;PESCA;4,000;0;FAILED
7891528766775;ANZOL CHUMBADA 7G;JWS;PESCA;4,000;0;FAILED
7898480924663;ANZOL MARUSEIGO N 06;MARINE SPORTS;PESCA;4,000;0;FAILED
7897047210270;ARAME GALVANIZADO FIO 22;MORLAN;FERRAMENTAS;4,000;0;EXCLUDED
7908732360122;ASPERSOR IRRIGADOR GIRASSOL 32,5X10X9CM;BONS CHEFF;GERAL;4,000;0;FAILED
7898105850407;BICO MAMADEIRA CAPRINO/OVINO;DIVERSAS;FARMACIA;4,000;0;FAILED
7898515870101;BOIA DE ARREMESSO 65G;BOIAS BARÃO;PESCA;4,000;0;FAILED
7898515870095;BOIA DE ARREMESSO 70G;BOIAS BARÃO;PESCA;4,000;0;FAILED
8800550850023;BOMBA SUBMERSA SOBO 1880;SOBO;AQUARISMO;4,000;0;FAILED
7891287696245;BOTA BRANCA C/CURTO N36;VULCABRAS;GERAL;4,000;0;FAILED
47909510443448;BOTA INFANTIL AZUL N 25/26;GRENDENE;GERAL;4,000;0;FAILED
7908010307719;BRINQUEDO FRUTA LED;RAIMUNDO PET;PET;4,000;0;FAILED
7890010442609;BRINQUEDO PELUCIA C/ BOLA;RAIMUNDO PET;PET;4,000;0;FAILED
7898480923123;CABO DE ACO 40LB 10M;MARINE SPORTS;PESCA;4,000;0;FAILED
7891065000158;CADEADO PADO 25MM;PADO;GERAL;4,000;0;FAILED
7891065000172;CADEADO PADO 35MM;PADO;GERAL;4,000;0;FAILED
602883942004;COLAR ELIZABETANO N 4;MATSO;PET;4,000;0;FAILED
7896029052334;DENTASTIX RACAS MEDIAS 110G;PEDIGREE;PET;4,000;0;FAILED
7896029052341;DENTASTIX RACAS MEDIAS 77G;PEDIGREE;PET;4,000;0;FAILED
7898201803765;DOXITABS HOSP 50MG;BIOVET;FARMACIA;4,000;0;FAILED
7898515874871;ENCASTROADOR AÇO INOX 16X20 C/5 UN;BOIAS BARÃO;PESCA;4,000;0;FAILED
7898515876158;ENGATE RAPIDO 20LBX20CM C/ 5UN;BOIAS BARÃO;PESCA;4,000;0;FAILED
7891117001935;ENXADAO METALICO LARGO SEM CABO;TRAMONTINA;FERRAMENTAS;4,000;0;EXCLUDED
7898515876462;EVA PESCA C/15UN 15MM;BOIAS BARÃO;PESCA;4,000;0;FAILED
7898952624572;FORRO TNT N09;TNT;PASSAROS;4,000;0;FAILED
7899781602434;FRALDA DESCARTAVEL 3UN G 10 A 15KG;PRO CANINE;PET;4,000;0;EXCLUDED
7899781602441;FRALDA DESCARTAVEL 3UN M 5 A 10KG;PRO CANINE;PET;4,000;0;FAILED
7896544401761;GENCO REAGENTE CL-OT 23ML;GENCO;PISCINA;4,000;0;FAILED
7897348201151;GOLDEN CAES AD CARNE 15KG;PREMIER;RACAO ;4,000;0;EXCLUDED
7897348203636;GOLDEN CAES AD FRANGO MINI BITS 15KG;PREMIER;RACAO ;4,000;0;EXCLUDED
8800550827858;ISCA ARANHA;CMIK;PESCA;4,000;0;FAILED
8800550828190;ISCA PESCA ARTIFICIAL SUPERFICIE POPPER 8CM REF.819;CMIK;PESCA;4,000;0;FAILED
7898053772769;IVOMEC INJETAVEL 50 ML;MERIAL;FARMACIA;4,000;0;FAILED
7898969639019;LACO CHATONS POWERPETS M;POWER PETS;PET;4,000;0;FAILED
7891289075239;LINHA ARATY 0,70MM;MAZZAFERRO;PESCA;4,000;0;FAILED
7899000220104;LINHA PLATINUM XT 0,70MM;OTTONI;PESCA;4,000;0;FAILED
7908137904310;LINHA SAIGON X4 15LB;MARINE SPORTS;PESCA;4,000;0;FAILED
7898335660074;LUCK DOG MIX 22% 15KG;LUCK DOG;RACAO ;4,000;0;EXCLUDED
7898335660371;LUCK DOG PREMIUM FRANGO E ARROZ 23% 15KG;LUCK DOG;RACAO ;4,000;0;EXCLUDED
742832994866;LUVA PUNHO 15 CM;CLEBER;GERAL;4,000;0;FAILED
7897114102217;MAQUINA DE ARAMAR - MC-2000 K;CAÇULA;FERRAMENTAS;4,000;0;EXCLUDED
7898659784821;NEXGARD SPECTRA 3,6 A 7,5KG;MERIAL;FARMACIA;4,000;0;FAILED
7898053773728;PASTA EQVALAN 6,42 G;MERIAL;FARMACIA;4,000;0;FAILED
742832250511;PITEIRA BEM BOLADO EXTRA LARGE;BEM BOLADO;TABACARIA;4,000;0;FAILED
7898911745928;POYTARA TROPICAIS DIA A DIA 35G;POYTARA;AQUARISMO;4,000;0;FAILED
7896714212098;PREDNISONA 20MG 20 CP;CRISTALIA;FARMACIA;4,000;0;FAILED
7898927674922;PULVERIZADOR FLOWERS 500ML;AMERICAN PETS;GERAL;4,000;0;FAILED
78939745;REFRI. SPRITE 200ML;SPRITE;GERAL;4,000;0;FAILED
7898110100764;REPARO SARLO 2000;SARLOBETTER;AQUARISMO;4,000;0;FAILED
7898906416352;ROJAO DE VARA TREME TERRA;LIDER;GERAL;4,000;0;FAILED
7896720320015;SABONETE MATACURA 80G;MATACURA;PET;4,000;0;FAILED
7899675814325;SNAP COM GIRADOR N 06;ALBATROZ;PESCA;4,000;0;FAILED
7898242030502;SPECIAL CAT CARNE 20KG;SPECIAL DOG;RACAO ;4,000;0;EXCLUDED
7898242035750;SPECIAL DOG JUNIOR VEGETAIS PRO 20KG;SPECIAL DOG;RACAO ;4,000;0;EXCLUDED
7898242031974;SPECIAL DOG VEGETAIS 20KG;SPECIAL DOG;RACAO ;4,000;0;EXCLUDED
7898121840161;TALFON TOP 1KG;INDUBRAS;FARMACIA;4,000;0;FAILED
7898315810406;TIURAN SOLUCAO 30ML;DUPRAT;FARMACIA;4,000;0;FAILED
27898019868110;TOP DOG 2,5KG CX 4 COMP.;OURO FINO;FARMACIA;4,000;0;FAILED
7898096852244;UNGUENTO CHEMITEC 200G;CHEMITEC;FARMACIA;4,000;0;FAILED
7896780800939;XISDOG BIO OSSO TRANCA M;XISDOG;PET;4,000;0;FAILED
7896780810242;XISDOG DELICIOSSO PALITO FINO FRANGO 200G;XISDOG;PET;4,000;0;FAILED
7896780800458;XISDOG OSSO ARGOLA;XISDOG;PET;4,000;0;FAILED
7896780800311;XISDOG OSSO PALITO 110G;XISDOG;PET;4,000;0;FAILED
7896780800304;XISDOG OSSO PALITO 50G;XISDOG;PET;4,000;0;FAILED
7896780802162;XISDOG RECHEADO ESPETINHO 70G;XISDOG;PET;4,000;0;FAILED
7896780803954;XISDOG RECHEADO FLAT BONE 65G;XISDOG;PET;4,000;0;FAILED
7896780807761;XISDOG TENTACOES MISTO 55G;XISDOG;PET;4,000;0;FAILED
7896167002222;AFIADOR FACA CHAIRA 10 CIMO;CIMO;GERAL;3,000;0;FAILED
7898480921181;ANZOL 16902 CRYSTAL N 08;MARINE SPORTS;PESCA;3,000;0;FAILED
7898480931920;ANZOL SUPER MARUSEIGO N 06;MARINE SPORTS;PESCA;3,000;0;FAILED
7898480931951;ANZOL SUPER MARUSEIGO N 12;MARINE SPORTS;PESCA;3,000;0;FAILED
7898274860030;AREIA CARE CAT PERFUMADA 4KG;CARE CAT ;PET;3,000;0;FAILED
7898904415997;BABY SURPRISE KIT REVELAÇAO;LIDER;GERAL;3,000;0;FAILED
7898070967681;BANDAGEM ADESIVA LATEX LARANJA 10CM;HOPPNER;FARMACIA;3,000;0;FAILED
7898242030199;BIONATURAL CAES RP SENIOR FRANGO 15KG;SPECIAL DOG;RACAO ;3,000;0;EXCLUDED
7898515870156;BOIA ARREMESSO 40G;BOIAS BARÃO;PESCA;3,000;0;FAILED
7898515870118;BOIA DE ARREMESSO 65G;BOIAS BARÃO;PESCA;3,000;0;FAILED
7898515879203;BOIA TORPEDO LUMINOSA AMARELA 45G;BOIAS BARÃO;PESCA;3,000;0;FAILED
7898515879197;BOIA TORPEDO LUMINOSA VERMELHA 45G;BOIAS BARÃO;PESCA;3,000;0;FAILED
7898581900030;BOLSA N3 20X22;TERMO DELFIM;AQUARISMO;3,000;0;FAILED
7898581900047;BOLSA N4 25X30;TERMO DELFIM;AQUARISMO;3,000;0;FAILED
7891528000930;BONE CAMUFLADO COM PROTEÇAO;JWS;PESCA;3,000;0;FAILED
7891287320683;BOTA BRANCA C/CURTO N34/35;VULCABRAS;GERAL;3,000;0;FAILED
7891287320614;BOTA BRANCA C/CURTO N39;VULCABRAS;GERAL;3,000;0;FAILED
7891287321024;BOTA BRANCA C/LONGO N39;VULCABRAS;GERAL;3,000;0;FAILED
7890858221541;BOTA PRETA C/CURTO N42;VULCABRAS;GERAL;3,000;0;FAILED
7891287320799;BOTA PRETA C/CURTO N44/45;VULCABRAS;GERAL;3,000;0;FAILED
7890010340509;BRINQUEDO CENOURA DE PELUCIA;RAIMUNDO PET;PET;3,000;0;FAILED
7908169021740;BRINQUEDO ESCADA PLASTICO PVC;FLUFFIÉ;PET;3,000;0;EXCLUDED
7898930344898;BRUPET ESOFAGO RECHEADO C/ 3UN;BRUPET;PET;3,000;0;FAILED
7898480923147;CABO DE ACO 60LB 10M;MARINE SPORTS;PESCA;3,000;0;FAILED
7891065000189;CADEADO PADO 45MM;PADO;GERAL;3,000;0;FAILED
7896185970930;CALMINEX 30G;MSD;FARMACIA;3,000;0;FAILED
6900000004047;CANIVETE AUTO;HT;CUTELARIA;3,000;0;FAILED
1234567004549;CARVAO ATIVADO 100G;VENTURA PET;AQUARISMO;3,000;0;FAILED
7898951606074;CARVAO NARGUILE BLACK KING;BLACK KING;TABACARIA;3,000;0;FAILED
7898923964799;CARVAO NARGUILE FUMAX PCT 3UN;GERAL;TABACARIA;3,000;0;FAILED
7898679460385;CHAPEU DE PALHA DESFIADO 1003;CHAPEU VIDEIRA;GERAL;3,000;0;FAILED
602883942035;COLAR ELIZABETANO N 5;MATSO;PET;3,000;0;FAILED
602883942028;COLAR ELIZABETANO N 8;MATSO;PET;3,000;0;FAILED
7898699651541;COLCHONETE SILICONE PRIMAVERA N6;MARCELINO & CANEVARI LTDA;PET;3,000;0;FAILED
7898377270101;COLETE SALVA VIDA M 35-55KG;ATIVA;PESCA;3,000;0;FAILED
7897463295943;COMEDOURO CONE COELHO N3;PRODUTOS HOLANDA;PET;3,000;0;FAILED
7898736390952;COMEDOURO PLASTICO PET PATINHA 17CM;DIVERSAS;PET;3,000;0;FAILED
7896183305086;CONDICIONADOR NEUTRO SANOL 500ML;SANOL;PET;3,000;0;FAILED
6920180122306;DICHAVADOR PLASTICO BOB MARLEY HX223;DIVERSAS;TABACARIA;3,000;0;FAILED
1524021310;DISTRIBUIDOR DE AGUA 4 SAIDAS;CHINA;GERAL;3,000;0;FAILED
7896183314392;ELIMINADOR DE ODORES SANOL LAVANDA 2L;SANOL;PET;3,000;0;FAILED
7898515876110;ENGATE RAPIDO 15LBX10CM C/ 5UN;BOIAS BARÃO;PESCA;3,000;0;FAILED
7898515876844;EVA BOLEADO PESCA EMPANADO C/10UN 10MM;BOIAS BARÃO;PESCA;3,000;0;FAILED
7898515876752;EVA BOLEADO PESCA RAÇÃO C/10UN 10MM;BOIAS BARÃO;PESCA;3,000;0;FAILED
7891112010574;FACAO MATO 20;TRAMONTINA;FERRAMENTAS;3,000;0;EXCLUDED
7898964503230;FITILHO FIO CHICOTE 2MT;DIVERSAS;GERAL;3,000;0;EXCLUDED
7891117003278;FOICE ARROZ/PASTO;TRAMONTINA;FERRAMENTAS;3,000;0;EXCLUDED
7891117002963;FOICE ROCADEIRA S/ CABO TRAMONTINA;TRAMONTINA;FERRAMENTAS;3,000;0;EXCLUDED
7898322710935;FORCADO CURVO 1/2;CADIOLI;FERRAMENTAS;3,000;0;EXCLUDED
7898952624589;FORRO TNT N10;TNT;PASSAROS;3,000;0;FAILED
7898909001180;FRALDA DESCARTAVEL PP;TELMA LACO;PET;3,000;0;FAILED
7896544403710;GENCO ALGICIDA DE MANUTENCAO 1L;GENCO;PISCINA;3,000;0;FAILED
7896544403727;GENCO ALGICIDA SEM COBRE GENPOOL 1L;GENCO;PISCINA;3,000;0;FAILED
7896544402133;GENCO CLORO MULTIACAO 3X1 10KG;GENCO;PISCINA;3,000;0;FAILED
7898480950457;GIRADOR BBS N14;MARINE SPORTS;PESCA;3,000;0;FAILED
7908137912902;GIRADOR BRS BLACKNICKEL N5/0;MARINE SPORTS;PESCA;3,000;0;FAILED
7897348203803;GOLDEN CAES AD POWER TRAINING 15KG;PREMIER;RACAO ;3,000;0;EXCLUDED
7896183316730;KIT LABELLE FEMEA SANOL DOG;SANOL;PET;3,000;0;FAILED
949291164001;LEITE EM PO MAMALAC 10 KG;MAMALAC;INSUMO;3,000;0;EXCLUDED
7891289075222;LINHA ARATY 0,60MM;MAZZAFERRO;PESCA;3,000;0;FAILED
7899000220012;LINHA PLATINUM XT 0,15MM;OTTONI;PESCA;3,000;0;FAILED
7899000220081;LINHA PLATINUM XT 0,50MM;OTTONI;PESCA;3,000;0;FAILED
8058309088160;LUVA MASSAGEADORA E REMOVEDORA DE PELOS;BRAVO MASCOTAS;PET;3,000;0;FAILED
742832994859;LUVA PUNHO 07 CM;CLEBER;GERAL;3,000;0;FAILED
7896779612314;MALETA PESCA;CMIK;PESCA;3,000;0;FAILED
7898515877131;MIÇANGA EMPANADA MINI REDONDA C/6UN;BOIAS BARÃO;PESCA;3,000;0;EXCLUDED
7898515877124;MIÇANGA EMPANADA REDONDA RAÇÃO CLARA C/6UN;BOIAS BARÃO;PESCA;3,000;0;EXCLUDED
7898515877117;MIÇANGA EMPANADA REDONDA RAÇÃO CLARA C/6UN;BOIAS BARÃO;PESCA;3,000;0;EXCLUDED
7908137907137;MOLINETE ARENA 1000;MARINE SPORTS;PESCA;3,000;0;FAILED
7908137910939;MOLINETE JIMMY GREY LINHA;MARINE SPORTS;PESCA;3,000;0;FAILED
7898480956152;MOLINETE VISTA 500;NEO PLUS;PESCA;3,000;0;FAILED
4064951005589;NEXGARD GATO 2,5 A 7,5KG;MERIAL;FARMACIA;3,000;0;FAILED
3295249295349;OCULOS SEGURANCA INCOLOR GARRA;GARRA;GERAL;3,000;0;FAILED
7898341245210;PEDRA CASCALHO DE RIO N 1 25 KG;AQUA PEDRAS;AQUARISMO;3,000;0;EXCLUDED
7898341241618;PEDRA LAGINHA N°01 1KG;AQUA PEDRAS;AQUARISMO;3,000;0;FAILED
7899893508464;PLANTA ARTIFICIAL MINI  8CM REF.18787;SKRW;AQUARISMO;3,000;0;FAILED
7898201802874;PLASIVET ORAL 20ML;BIOVET;FARMACIA;3,000;0;FAILED
7908273906674;PORTAO BRANCO PET TOP MIX C/ PROLONGADOR;CIA DO PET;PET;3,000;0;FAILED
7898667533473;RAQUETE MATA MOSQUITO RECARREGAVEL;JAN JAN ;GERAL;3,000;0;FAILED
7898110100092;REPARO SARLO 650;SARLOBETTER;AQUARISMO;3,000;0;FAILED
7896947090074;REPELENTE DE INSETOS LOCAO AVANTE 100G;AVANT;GERAL;3,000;0;FAILED
7896181297857;ROYAL CANIN MINI ADULTO 2,5KG;ROYAL CANIN;RACAO ;3,000;0;FAILED
798190113913;SEMENTE MILHO DI SOLO IPANEMA 20KG;IPANEMA;INSUMO;3,000;0;EXCLUDED
7899675814394;SNAP ALBATROZ BLACK NICKEL N0 C/21UN;ALBATROZ;PESCA;3,000;0;FAILED
7899675814349;SNAP COM GIRADOR N 10;ALBATROZ;PESCA;3,000;0;FAILED
7898242032230;SPECIAL CAT CAST. FRANGO 20KG;SPECIAL DOG;RACAO ;3,000;0;EXCLUDED
7898121840154;TALFON TOP 250G;INDUBRAS;FARMACIA;3,000;0;FAILED
7896660801384;TAMPA PLAST. LATAO LEITE 20 LT;MILKAN;GERAL;3,000;0;FAILED
7898229165401;TIGELA PASSARO N4;PRODUTOS HOLANDA;PASSAROS;3,000;0;FAILED
7899880627932;VARA TEL. VT-100 5010 BAMBU;VOXXI ;PESCA;3,000;0;FAILED
7896780810594;XISDOG DELICIOSSO SABOR CHURRASCO 100G;XISDOG;PET;3,000;0;FAILED
7896780800120;XISDOG OSSO NO H;XISDOG;PET;3,000;0;FAILED
7896183302122;ABRILHANTADOR SANOL 500ML;SANOL;PET;2,000;0;FAILED
7896108815102;ALCON CLUB JABUTI 300G;ALCON;AQUARISMO;2,000;0;FAILED
7898955236574;ALFAFA PRENSADA 500G;PAIOL DO BICHO;PET;2,000;0;FAILED
7891114008708;ALICATE BOMBA D AGUA 10;TRAMONTINA;FERRAMENTAS;2,000;0;EXCLUDED
7898255179199;ALMOTOLIA BICO FIXO 285G;RINO;FERRAMENTAS;2,000;0;EXCLUDED
7898053580470;AMINOMIX PET 100 G;VETNIL;FARMACIA;2,000;0;FAILED
7898505876717;ANTENINHA BARAO BORBOLETA EVA 9MM;BOIAS BARÃO;PESCA;2,000;0;FAILED
7898480920948;ANZOL 1971N N 5/0;MARINE SPORTS;PESCA;2,000;0;FAILED
7897047210232;ARAME GALVANIZADO FIO 14;MORLAN;FERRAMENTAS;2,000;0;EXCLUDED
7898019864293;AURIGEN 15 GR;OURO FINO;FARMACIA;2,000;0;FAILED
7898019860080;AURITOP 15G;OURO FINO;FARMACIA;2,000;0;FAILED
7898070967742;BANDAGEM ADESIVA LATEX ROXO 10CM;HOPPNER;FARMACIA;2,000;0;FAILED
7898242030083;BIONATURAL CAES RP AD FRANGO 10,1KG1;SPECIAL DOG;RACAO ;2,000;0;FAILED
7898515876592;BOIA CEVADEIRA TAMBA 45G;BOIAS BARÃO;PESCA;2,000;0;FAILED
7898581900054;BOLSA N5 15X38;TERMO DELFIM;AQUARISMO;2,000;0;FAILED
7899866279285;BOMBA DE SUCCAO MANUAL C/ MANGUEIRA;BONS CHEFF;GERAL;2,000;0;FAILED
7898110100740;BOMBA SARLO SUBMERSA 2000;SARLOBETTER;AQUARISMO;2,000;0;FAILED
8800550850016;BOMBA SUBMERSA SOBO 880;SOBO;AQUARISMO;2,000;0;FAILED
7891287320591;BOTA BRANCA C/CURTO N37;VULCABRAS;GERAL;2,000;0;FAILED
7891287320607;BOTA BRANCA C/CURTO N38;VULCABRAS;GERAL;2,000;0;FAILED
7891287320621;BOTA BRANCA C/CURTO N40;VULCABRAS;GERAL;2,000;0;FAILED
7891287320638;BOTA BRANCA C/CURTO N41;VULCABRAS;GERAL;2,000;0;FAILED
7891287320645;BOTA BRANCA C/CURTO N42;VULCABRAS;GERAL;2,000;0;FAILED
7891287320652;BOTA BRANCA C/CURTO N43;VULCABRAS;GERAL;2,000;0;FAILED
7891287320676;BOTA BRANCA C/CURTO N44/45;VULCABRAS;GERAL;2,000;0;FAILED
7890732895332;BOTA BRANCA C/LONGO N36;7 LEGUAS ;GERAL;2,000;0;FAILED
7891287321000;BOTA BRANCA C/LONGO N37;VULCABRAS;GERAL;2,000;0;FAILED
7891287321017;BOTA BRANCA C/LONGO N38;VULCABRAS;GERAL;2,000;0;FAILED
7891287321031;BOTA BRANCA C/LONGO N40;VULCABRAS;GERAL;2,000;0;FAILED
7891287321048;BOTA BRANCA C/LONGO N41;VULCABRAS;GERAL;2,000;0;FAILED
7891287321062;BOTA BRANCA C/LONGO N43;VULCABRAS;GERAL;2,000;0;FAILED
7891287321086;BOTA BRANCA C/LONGO N44/45;VULCABRAS;GERAL;2,000;0;FAILED
7909224593578;BOTA INFANTIL ROSA N 25/26;GRENDENE;GERAL;2,000;0;FAILED
7909224593585;BOTA INFANTIL ROSA N 27/28;GRENDENE;GERAL;2,000;0;FAILED
7890858221572;BOTA PRETA C/CURTO N34/35;VULCABRAS;GERAL;2,000;0;FAILED
7891287320706;BOTA PRETA C/CURTO N36;VULCABRAS;GERAL;2,000;0;FAILED
7890858221497;BOTA PRETA C/CURTO N37;VULCABRAS;GERAL;2,000;0;FAILED
7890858221503;BOTA PRETA C/CURTO N38;VULCABRAS;GERAL;2,000;0;FAILED
7890858221510;BOTA PRETA C/CURTO N39;VULCABRAS;GERAL;2,000;0;FAILED
7890858221527;BOTA PRETA C/CURTO N40;VULCABRAS;GERAL;2,000;0;FAILED
7891287320751;BOTA PRETA C/CURTO N41;VULCABRAS;GERAL;2,000;0;FAILED
7890858221558;BOTA PRETA C/CURTO N43;VULCABRAS;GERAL;2,000;0;FAILED
700360000180022;BOTINA INFANTIL VALENT N22;VALENT CALÇADOS;GERAL;2,000;0;FAILED
100001000240038;BOTINA NOBUCK TABACO N38;VALENT CALÇADOS;GERAL;2,000;0;EXCLUDED
100001000240039;BOTINA NOBUCK TABACO N39;VALENT CALÇADOS;GERAL;2,000;0;EXCLUDED
7896673198235;BRINQUEDO CORDA C/NO + CORACAO DE BORRACHA 16X7CM;RINGO;PET;2,000;0;FAILED
2010000000977;BRINQUEDO CORDA SUPER POWER;RAIMUNDO PET;PET;2,000;0;FAILED
7897186078458;BRINQUEDO GATO MOLA COM RATINHO - 402;WESTERN PET;PET;2,000;0;FAILED
7890026990156;BRINQUEDO MORDEDOR MARTELO;JAVICK;PET;2,000;0;FAILED
5546905182960;BRINQUEDO MORDEDOR PET;BRAVO MASCOTAS;PET;2,000;0;PENDENTE
7898723700191;BRINQUEDO PEIXE SISAL;RAIMUNDO PET;PET;2,000;0;FAILED
7890010441404;BRINQUEDO PELUCIA PATO;RAIMUNDO PET;PET;2,000;0;FAILED
7908364128251;BRINQUEDO TRIANGULO MACIÇO MEDIO REF-2069;PET TOYS;PET;2,000;0;FAILED
7898996154455;CABO DE MACHADO TORNEADO 95CM;FORTE CABO;FERRAMENTAS;2,000;0;EXCLUDED
7898909615318;CABO DE MARTELO 35CM;COMPESP;FERRAMENTAS;2,000;0;EXCLUDED
7895153997559;CABRESTO PANINHO VERMELHO FINO 1M;JR ESPORTE E PESCA;PESCA;2,000;0;FAILED
7891065000196;CADEADO PADO 50MM;PADO;GERAL;2,000;0;FAILED
7908137907908;CADEIRA DOBRAVEL PESCADOR 120KG;MARINE SPORTS;PESCA;2,000;0;EXCLUDED
7899272900162;CALCINHA RENDA EM MALHA GG;POWER PETS;PET;2,000;0;FAILED
7899272900148;CALCINHA RENDA EM MALHA M;POWER PETS;PET;2,000;0;FAILED
7898450361542;CANECA PLASTICO ORNAMENTAL 190ML;ORNAMENTAL;PASSAROS;2,000;0;FAILED
6900006017221;CANIVETE AUTOMATICO;HT;CUTELARIA;2,000;0;FAILED
7896167099963;CANIVETE INOX CLIP PQ;CIMO;CUTELARIA;2,000;0;FAILED
7896167052012;CANIVETE INOX PONTA FINA;CIMO;CUTELARIA;2,000;0;FAILED
7893223006156;CARRIOLA CONST. METAL;METALOSA;GERAL;2,000;0;FAILED
1234567005140;CARVAO ATIVADO 500G;VENTURA PET;AQUARISMO;2,000;0;FAILED
7898121840116;CEVAVITA 200 G;INDUBRAS;FARMACIA;2,000;0;FAILED
7898679460293;CHAPEU DE PALHA 021 G;CHAPEU VIDEIRA;GERAL;2,000;0;FAILED
6874598745124;CHAPEU TERMICO UV;DIVERSAS;PESCA;2,000;0;FAILED
7891114068290;CHAVE AJUSTAVEL 6;TRAMONTINA;FERRAMENTAS;2,000;0;EXCLUDED
7898515878169;CHICOTE ANTENIHA CRUZADO;BOIAS BARÃO;PESCA;2,000;0;FAILED
602883941991;COLAR ELIZABETANO N 1;MATSO;PET;2,000;0;FAILED
602883942011;COLAR ELIZABETANO N10;MATSO;PET;2,000;0;FAILED
7898699652623;COLCHONETE PLACA DE ESPUMA N1;MARCELINO & CANEVARI LTDA;PET;2,000;0;FAILED
7898377270118;COLETE SALVA VIDA G 55-110KG;ATIVA;PESCA;2,000;0;FAILED
7898377270125;COLETE SALVA VIDA GG +110KG;ATIVA;PESCA;2,000;0;FAILED
7898377270095;COLETE SALVA VIDA P 25-35KG;ATIVA;PESCA;2,000;0;FAILED
7898377270088;COLETE SALVA VIDA PP 0-25KG;ATIVA;PESCA;2,000;0;EXCLUDED
7897463295912;COMEDOURO CONE COELHO N1;PRODUTOS HOLANDA;PET;2,000;0;FAILED
7897463295936;COMEDOURO CONE COELHO N2;PRODUTOS HOLANDA;PET;2,000;0;FAILED
5412087010707;COMEDOURO GATO FOREVER LILAS 350ML;MODERNA;PET;2,000;0;FAILED
7898606780135;CORRENTE MOTOSSERRA SPIN 30D 3/8;SPIN;FERRAMENTAS;2,000;0;EXCLUDED
7898019864309;DERMOTRAT CREME 20G;OURO FINO;FARMACIA;2,000;0;FAILED
751320258786;DICHAVADOR PLASTICO;VILLA`S;TABACARIA;2,000;0;FAILED
7897916600294;DIFLY S3 300G;CHAMPION;FARMACIA;2,000;0;FAILED
7898312160245;DMA 806 BR 1L;CORTEVA;FARMACIA;2,000;0;FAILED
7898070961245;EIXO EXTERNO S HOPPNER 50 ML;HOPPNER;FARMACIA;2,000;0;FAILED
7898688570006;ELETRIFICADOR CERCA 30KM BIVOLT;FAZENDEIRO;FERRAMENTAS;2,000;0;EXCLUDED
7898688570013;ELETRIFICADOR DE CERCA 50KM BIVOLT;FAZENDEIRO;FERRAMENTAS;2,000;0;EXCLUDED
7898045201789;ENXADA DUAS CARAS LARGA 2,5L;DUAS CARAS;FERRAMENTAS;2,000;0;EXCLUDED
7898045201796;ENXADA DUAS CARAS LARGA 3,0L;DUAS CARAS;FERRAMENTAS;2,000;0;EXCLUDED
7898515876912;EVA FORMATO RAÇÃO PESCA EMPANADO C/10UN 12MM;BOIAS BARÃO;PESCA;2,000;0;FAILED
7891112011021;FACAO MATO 14;TRAMONTINA;FERRAMENTAS;2,000;0;EXCLUDED
7891112011489;FACAO MATO 16;TRAMONTINA;FERRAMENTAS;2,000;0;EXCLUDED
7898121840741;FARCALCIO FOSFATADO 1KG;INDUBRAS;FARMACIA;2,000;0;FAILED
7898959829598;FITA VEDA TUDO IMPERM. ALUMINIO 0,60X10M;VTUDO;GERAL;2,000;0;FAILED
7898954970172;FOCINHEIRA METAL N06;ARENA PET;PET;2,000;0;FAILED
7898053772875;FRONTLINE PLUS 10 A 20 KG;MERIAL;FARMACIA;2,000;0;FAILED
7898053772882;FRONTLINE PLUS 20 A 40KG;MERIAL;FARMACIA;2,000;0;EXCLUDED
7898049718948;GANADOL POMADA 50G;ZOETIS;FARMACIA;2,000;0;FAILED
7896544400276;GENCO ESTOJO ANALISE CLORO E PH;GENCO;PISCINA;2,000;0;FAILED
7898094330188;GRAMPO PARA MARCENEIRO C3 75MM SARGENTO;BRASFORT;FERRAMENTAS;2,000;0;EXCLUDED
7908137904396;ISCA BRAVA GRAND 100 COR-024;MARINE SPORTS;PESCA;2,000;0;FAILED
7891131713807;ISCA PEIXE FISHING GEAR -Y7138;JWS;PESCA;2,000;0;FAILED
7898480945156;ISCA STICK ONE 85 COR-24;MARINE SPORTS;PESCA;2,000;0;FAILED
7898480945231;ISCA STICK ONE 85 COR-450;MARINE SPORTS;PESCA;2,000;0;FAILED
7898053779966;IVOMEC GOLD INJ. 50ML;MERIAL;FARMACIA;2,000;0;FAILED
7899641819125;JOGO JUNTAS STHIL 038/380;ATHENA;GERAL;2,000;0;FAILED
7896108822001;LABCON BACTER CAPSULA 2,5G;ALCON;AQUARISMO;2,000;0;FAILED
7895293436505;LAMINA ROCADEIRA 255MMX2,00 NAKASHI;NAKASHI;FERRAMENTAS;2,000;0;EXCLUDED
7895293436550;LAMINA ROCADEIRA 350MMX2,00 NAKASHI;NAKASHI;FERRAMENTAS;2,000;0;EXCLUDED
7896426498612;LAMPIAO SOLAR;JWS;CUTELARIA;2,000;0;FAILED
