ID,Tipo,SKU,"GTIN, UPC, EAN, ou ISBN",Nome,Publicado,Em destaque?,Visibilidade no catálogo,Descrição curta,Descrição,Data de preço promocional começa em,Data de preço promocional termina em,Status do imposto,Classe de imposto,Em estoque?,Estoque,Quantidade baixa de estoque,São permitidas encomendas?,Vendido individualmente?,Peso (kg),Comprimento (cm),Largura (cm),Altura (cm),Permitir avaliações de clientes?,Observação de compra,Preço promocional,Preço,Categorias,Tags,Classe de entrega,Imagens,Limite de downloads,Dias para expirar o download,Ascendente,Grupo de produtos,Upsells,Venda cruzada,URL externa,Texto do botão,Posição,Marcas,Nome do atributo 1,Valores do atributo 1,Visibilidade do atributo 1,Atributo global 1
53102,simple,7898242030571,,Bionatural Cães Raças Médias e Grandes Adulto Frango 15Kg - Special Dog,1,0,visible,Bionatural Cães Raças Médias e Grandes Adulto Frango 15Kg - Special Dog | Marca: Special Dog | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Bionatural Cães Raças Médias e Grandes Adulto Frango 15Kg - Special Dog</h2>\n<p>Produto <strong>Special Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>15.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Special Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 15.000 Kg (1x 15.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,1,,0,0,15.0,,,,1,,,"249,90",Racao,"Racao, Special Dog",,,,,,,,,,,0,Special Dog,Marca,Special Dog,1.0,1.0
55163,simple,7898242035682,,Special Cat Filhote Ultralife Salmão 20Kg - Special Dog,1,0,visible,Special Cat Filhote Ultralife Salmão 20Kg - Special Dog | Marca: Special Dog | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Special Cat Filhote Ultralife Salmão 20Kg - Special Dog</h2>\n<p>Produto <strong>Special Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>20.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Special Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 20.000 Kg (1x 20.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,1,,0,0,20.0,,,,1,,,"316,90",Racao,"Racao, Special Dog",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898242035682.jpg,,,,,,,,,0,Special Dog,Marca,Special Dog,1.0,1.0
55272,simple,7897348206712,,Vitta Natural Cães Filhotes Raça Pequena Frango 10Kg - Premier,0,0,visible,Vitta Natural Cães Filhotes Raça Pequena Frango 10Kg - Premier | Marca: Premier | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Vitta Natural Cães Filhotes Raça Pequena Frango 10Kg - Premier</h2>\n<p>Produto <strong>Premier</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>10.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Premier</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 10.000 Kg (1x 10.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,0,0,,0,0,10.0,,,,1,,,"135,00",Racao,"Premier, Racao",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7897348206712.jpg,,,,,,,,,0,Premier,Marca,Premier,1.0,1.0
55273,simple,7897348206736,,Vitta Natural Gatos Adulto Castrado Frango 10Kg - Premier,0,0,visible,Vitta Natural Gatos Adulto Castrado Frango 10Kg - Premier | Marca: Premier | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Vitta Natural Gatos Adulto Castrado Frango 10Kg - Premier</h2>\n<p>Produto <strong>Premier</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>10.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Premier</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 10.000 Kg (1x 10.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,0,0,,0,0,10.0,,,,1,,,"155,00",Racao,"Premier, Racao",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7897348206736.jpg,,,,,,,,,0,Premier,Marca,Premier,1.0,1.0
55457,simple,7898335660340,,Luck Cat Castrado Frango 10Kg - Luck Dog,1,0,visible,Luck Cat Castrado Frango 10Kg - Luck Dog | Marca: Luck Dog | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Luck Cat Castrado Frango 10Kg - Luck Dog</h2>\n<p>Produto <strong>Luck Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>10.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Luck Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 10.000 Kg (1x 10.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,6,,0,0,10.0,,,,1,,,"92,90",Racao,"Luck Dog, Racao",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898335660340.jpg,,,,,,,,,0,Luck Dog,Marca,Luck Dog,1.0,1.0
55459,simple,7898335660135,,Luck Cat Mix 20Kg - Luck Dog,1,0,visible,Luck Cat Mix 20Kg - Luck Dog | Marca: Luck Dog | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Luck Cat Mix 20Kg - Luck Dog</h2>\n<p>Produto <strong>Luck Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>20.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Luck Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 20.000 Kg (1x 20.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,9,,0,0,20.0,,,,1,,,"151,90",Racao,"Luck Dog, Racao",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898335660135.jpg,,,,,,,,,0,Luck Dog,Marca,Luck Dog,1.0,1.0
55461,simple,7898335660074,,Luck Dog Mix 22% 15Kg,1,0,visible,Luck Dog Mix 22% 15Kg | Marca: Luck Dog | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Luck Dog Mix 22% 15Kg</h2>\n<p>Produto <strong>Luck Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>15.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Luck Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 15.000 Kg (1x 15.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,4,,0,0,15.0,,,,1,,,"91,90",Racao,"Luck Dog, Racao",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898335660074.jpg,,,,,,,,,0,Luck Dog,Marca,Luck Dog,1.0,1.0
55463,simple,7898335660326,,Luck Dog Original 22% 20Kg,1,0,visible,Luck Dog Original 22% 20Kg | Marca: Luck Dog | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Luck Dog Original 22% 20Kg</h2>\n<p>Produto <strong>Luck Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>20.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Luck Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 20.000 Kg (1x 20.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,9,,0,0,20.0,,,,1,,,"119,90",Racao,"Luck Dog, Racao",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898335660326.jpg,,,,,,,,,0,Luck Dog,Marca,Luck Dog,1.0,1.0
55465,simple,7898335660753,,Luck Dog Titan 18% Carne 7Kg,1,0,visible,Luck Dog Titan 18% Carne 7Kg | Marca: Luck Dog | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Luck Dog Titan 18% Carne 7Kg</h2>\n<p>Produto <strong>Luck Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>7.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Luck Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 7.000 Kg (1x 7.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,11,,0,0,7.0,,,,1,,,"39,90",Racao,"Luck Dog, Racao",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898335660753.jpg,,,,,,,,,0,Luck Dog,Marca,Luck Dog,1.0,1.0
55905,simple,7897348200949,,Premier Cães Adulto Raças Pequenas Frango 15Kg,1,0,visible,Premier Cães Adulto Raças Pequenas Frango 15Kg | Marca: Premier | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Premier Cães Adulto Raças Pequenas Frango 15Kg</h2>\n<p>Produto <strong>Premier</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>15.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Premier</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 15.000 Kg (1x 15.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,1,,0,0,15.0,,,,1,,,"259,99",Racao,"Premier, Racao",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7897348200949.jpg,,,,,,,,,0,Premier,Marca,Premier,1.0,1.0
55907,simple,7897348204442,,"Premier Nutri. Clinica Gatos Urinario 1,5Kg",1,0,visible,"Premier Nutri. Clinica Gatos Urinario 1,5Kg | Marca: Premier | Categoria: Racao | AquaFlora Agroshop","<div class=""product-description"">\n<h2>Premier Nutri. Clinica Gatos Urinario 1,5Kg</h2>\n<p>Produto <strong>Premier</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>1.500 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Premier</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 1.500 Kg (1x 1.500 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,1,,0,0,1.5,,,,1,,,"105,00",Racao,"Premier, Racao",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7897348204442.jpg,,,,,,,,,0,Premier,Marca,Premier,1.0,1.0
55909,simple,7896181218623,,Premium Cat Adulto. Castrado 10Kg - Royal Canin,1,0,visible,Premium Cat Adulto. Castrado 10Kg - Royal Canin | Marca: Royal Canin | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Premium Cat Adulto. Castrado 10Kg - Royal Canin</h2>\n<p>Produto <strong>Royal Canin</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>10.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Royal Canin</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 10.000 Kg (1x 10.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,2,,0,0,10.0,,,,1,,,"326,90",Racao,"Racao, Royal Canin",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7896181218623.jpg,,,,,,,,,0,Royal Canin,Marca,Royal Canin,1.0,1.0
56471,simple,7898242030564,,"Bionatural Cães Raças Médias e Grandes Adulto Frango 10,1Kg - Special Dog",1,0,visible,"Bionatural Cães Raças Médias e Grandes Adulto Frango 10,1Kg - Special Dog | Marca: Special Dog | Categoria: Racao | AquaFlora Agroshop","<div class=""product-description"">\n<h2>Bionatural Cães Raças Médias e Grandes Adulto Frango 10,1Kg - Special Dog</h2>\n<p>Produto <strong>Special Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>10.100 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Special Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 10.100 Kg (1x 10.100 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,4,,0,0,10.1,,,,1,,,"184,90",Racao,"Racao, Special Dog",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898242030564.jpg,,,,,,,,,0,Special Dog,Marca,Special Dog,1.0,1.0
56472,simple,7898242030632,,Bionatural Cães Raças Médias e Grandes Adulto Frango 20Kg - Special Dog,1,0,visible,Bionatural Cães Raças Médias e Grandes Adulto Frango 20Kg - Special Dog | Marca: Special Dog | Categoria: Racao | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Bionatural Cães Raças Médias e Grandes Adulto Frango 20Kg - Special Dog</h2>\n<p>Produto <strong>Special Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>20.000 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Special Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 20.000 Kg (1x 20.000 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,1,,0,0,20.0,,,,1,,,"299,90",Racao,"Racao, Special Dog",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898242030632.png,,,,,,,,,0,Special Dog,Marca,Special Dog,1.0,1.0
56473,simple,7898242030021,,"Bionatural Cães Raça Pequena Junior Frango 2,5Kg - Special Dog",0,0,visible,"Bionatural Cães Raça Pequena Junior Frango 2,5Kg - Special Dog | Marca: Special Dog | Categoria: Racao | AquaFlora Agroshop","<div class=""product-description"">\n<h2>Bionatural Cães Raça Pequena Junior Frango 2,5Kg - Special Dog</h2>\n<p>Produto <strong>Special Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>2.500 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Special Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 2.500 Kg (1x 2.500 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,0,-1,,0,0,2.5,,,,1,,,"95,00",Racao,"Racao, Special Dog",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898242030021.jpg,,,,,,,,,0,Special Dog,Marca,Special Dog,1.0,1.0
56474,simple,7898242030328,,"Bionatural Cães Raça Pequena Lig/Castrado Frango 10,1Kg - Special Dog",1,0,visible,"Bionatural Cães Raça Pequena Lig/Castrado Frango 10,1Kg - Special Dog | Marca: Special Dog | Categoria: Racao | AquaFlora Agroshop","<div class=""product-description"">\n<h2>Bionatural Cães Raça Pequena Lig/Castrado Frango 10,1Kg - Special Dog</h2>\n<p>Produto <strong>Special Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>10.100 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Special Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 10.100 Kg (1x 10.100 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,1,,0,0,10.1,,,,1,,,"199,90",Racao,"Racao, Special Dog",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898242030328.jpg,,,,,,,,,0,Special Dog,Marca,Special Dog,1.0,1.0
56475,simple,7898242036498,,"Bionatural Cães Sensitive Raça Pequena Adultos 10,1Kg - Special Dog",1,0,visible,"Bionatural Cães Sensitive Raça Pequena Adultos 10,1Kg - Special Dog | Marca: Special Dog | Categoria: Racao | AquaFlora Agroshop","<div class=""product-description"">\n<h2>Bionatural Cães Sensitive Raça Pequena Adultos 10,1Kg - Special Dog</h2>\n<p>Produto <strong>Special Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>10.100 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Special Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 10.100 Kg (1x 10.100 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,1,,0,0,10.1,,,,1,,,"224,90",Racao,"Racao, Special Dog",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898242036498.jpg,,,,,,,,,0,Special Dog,Marca,Special Dog,1.0,1.0
56476,simple,7898242036481,,"Bionatural Cães Sensitive Raça Pequena Adultos 2,5 Kg - Special Dog",1,0,visible,"Bionatural Cães Sensitive Raça Pequena Adultos 2,5 Kg - Special Dog | Marca: Special Dog | Categoria: Racao | AquaFlora Agroshop","<div class=""product-description"">\n<h2>Bionatural Cães Sensitive Raça Pequena Adultos 2,5 Kg - Special Dog</h2>\n<p>Produto <strong>Special Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>2.500 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Special Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 2.500 Kg (1x 2.500 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,4,,0,0,2.5,,,,1,,,"96,90",Racao,"Racao, Special Dog",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898242036481.jpg,,,,,,,,,0,Special Dog,Marca,Special Dog,1.0,1.0
56477,simple,7898242036337,,"Bionatural Gatos Castrado. Frango 7,5Kg - Special Dog",0,0,visible,"Bionatural Gatos Castrado. Frango 7,5Kg - Special Dog | Marca: Special Dog | Categoria: Racao | AquaFlora Agroshop","<div class=""product-description"">\n<h2>Bionatural Gatos Castrado. Frango 7,5Kg - Special Dog</h2>\n<p>Produto <strong>Special Dog</strong> da linha Racao. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>7.500 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Special Dog</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 7.500 Kg (1x 7.500 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Racao</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,0,0,,0,0,7.5,,,,1,,,"185,90",Racao,"Racao, Special Dog",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/racao/7898242036337.jpg,,,,,,,,,0,Special Dog,Marca,Special Dog,1.0,1.0
